"RAZON_SOCIAL";"REGION_OTROS";"REGION_CF";"REGION_BSAS";"REGION_DESCONOCIDO";"REGION_CBA";"PROD_DATOS_RPV";"PROD_INTER_DEDICADO";"PROD_DATOS_ENLACE";"PROD_DATOS_LAN_TO_LAN";"PROD_SD_WAN";"MERC_OTROS";"MERC_CORPORATIVO";"MERC_EMPRESAS";"MERC_GRANDES_CLIENTES";"MERC_PYMES";"CANT_PRODUCTOS";"CANT_ENLACES";"FACTURACION_ARS";"DURACION_CLIENTE_DIAS";"INCIDENTES";"TMR"
"RURAL SANTA FE S.A.I.C.A.";"1";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"768000";"1713";"6";"15,68"
"RUSSELL REYNOLDS ASSOCIATES SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"504000";"235";"10";"2,12"
"RUTA BUS SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"348000";"3811";"8";"68,66"
"RYO VALLE SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"868800";"2930";"20";"16,41"
"S A ANGEL BARALDO Y CIA";"0";"1";"0";"0";"0";"0";"3";"0";"0";"1";"0";"0";"1";"0";"0";"2";"4";"936600";"795";"88";"116,96"
"S B S SOCIEDAD DE BOLSA SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"516000";"2632";"1";"0,73"
"S M A T A";"0";"0";"1";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"1";"0";"1";"7";"2909760";"90";"12";"18,56"
"S TREPAT AUTOMOVILES SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"600000";"392";"1";"233,61"
"S. A. DE TRANSPORTE AUTOMOTOR";"1";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"571200";"1452";"33";"38,95"
"S. UFFENHEIMER S.R.L.";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1109";"4";"41,92"
"S.A.ESTANCIA LA PELADA G Y COM";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"840000";"3316";"18";"263,61"
"S.A.IMP. Y EXP. DE LA PATAGONI";"0";"1";"0";"0";"0";"0";"6";"0";"0";"0";"0";"1";"0";"0";"0";"1";"6";"1808400";"461";"20";"65,97"
"S.C. JOHNSON & SON DE ARG. S. A. I. C.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"3240000";"627";"25";"55,28"
"S.C.H. GROUP S.R.L";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"244";"1";"476,7"
"S.M.A.T.A";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"141120";"563";"3";"14,06"
"S.O.S. S.A.";"1";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"1";"0";"0";"0";"2";"4";"2400000";"817";"94";"46,94"
"S.U.O.E.M.";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1440000";"2811";"10";"28,54"
"SA LA NACION";"0";"1";"0";"0";"0";"0";"4";"0";"3";"0";"0";"1";"0";"0";"0";"2";"7";"4654800";"1512";"256";"146,94"
"SAAT ELECTROPOWER SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"41";"0";"0"
"SAAT SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"414000";"155";"14";"15,7"
"SACDE SOC ARGENTINADE CONSTRUCCION Y DES";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"2040000";"256";"3";"3,36"
"SADE ELECTROMECANICA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"600000";"1056";"3";"10,47"
"SADESA S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"475200";"1837";"10";"24,9"
"SAE TECH S.A.";"0";"1";"0";"0";"0";"5";"4";"0";"0";"0";"0";"1";"0";"0";"0";"2";"9";"2920812";"2729";"78";"46,06"
"SAIMQ SANATORIO PLAZA";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"598500";"618";"10";"51,26"
"SAINT-GOBAIN ARGENTINA SA";"0";"0";"1";"0";"0";"14";"2";"1";"0";"0";"0";"1";"0";"0";"0";"3";"17";"17419152";"1659";"858";"44,58"
"SAINT-GOBAIN PLACO SA";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1315596";"1152";"11";"51,6"
"SAKURA MOTORS S. A.";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"397";"8";"9,9"
"SALTA REFRESCOS S.A.";"1";"0";"0";"0";"0";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"3";"2176104";"3850";"224";"11,72"
"SALUT MARINA INES";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"54";"0";"0"
"SALVADOR MARINARO E HIJOS SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"336000";"2175";"8";"8,1"
"SAMSUNG ELECTRONICS ARGENTINA";"0";"1";"0";"0";"0";"4";"4";"0";"0";"0";"0";"1";"0";"0";"0";"2";"8";"9936660";"2715";"142";"65,46"
"SAN ANTONIO INTERNACIONAL SA";"0";"1";"0";"0";"0";"0";"2";"1";"2";"2";"0";"1";"0";"0";"0";"4";"7";"4862400";"591";"408";"404,12"
"SAN JORGE EMPRENDIMIENTOS";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"696000";"860";"22";"85,66"
"SAN JUAN CABLE COLOR SA";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1872";"53";"18,38"
"SAN JUAN INNOVA S. E.";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"3";"1224000";"916";"4";"2,38"
"SAN MIGUEL INDUSTRIAS ARGENTINA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"600000";"2538";"13";"53,62"
"SAN PEDRO ALIMENTOS SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"678";"2";"15,21"
"SAN TELMO SA";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"240000";"178";"0";"0"
"SAN TELMO SISTEMAS SRL";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"319200";"5963";"90";"65,56"
"SAN TIMOTEO S.A.";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"1";"1080000";"5519";"3";"14,07"
"SANATORIO ALLENDE S.A.";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"252000";"531";"2";"20,52"
"SANATORIO AMERICANO SA";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"203";"0";"0"
"SANATORIO DEL SALVADOR PRIV SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"264000";"1656";"2";"3,31"
"SANATORIO LAPRIDA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"302400";"1041";"0";"0"
"SANATORIO LAS LOMAS S.A.";"0";"0";"1";"0";"0";"9";"10";"0";"0";"9";"0";"1";"0";"0";"0";"3";"28";"18604800";"110";"294";"246,93"
"SANATORIO MAYO SA";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"192";"1";"0,76"
"SANATORIO MODELO DE QUILMES S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"3405";"0";"0"
"SANATORIO OTAMENDI Y MIROLI S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"672000";"440";"0";"0"
"SANATORIO PARQUE S A";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"495";"1";"15,94"
"SANATORIO PASTEUR S A";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"235200";"1096";"2";"13,57"
"SANATORIO PORF LEON S MORRA SA";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"268800";"1685";"5";"18,92"
"SANATORIO SAN LUCAS SA";"0";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"456000";"6401";"42";"27,96"
"SANCOR COOPERATIVA DE SEGUROSLTDA";"1";"0";"0";"0";"0";"28";"22";"0";"0";"0";"0";"1";"0";"0";"0";"2";"50";"18296688";"129";"1020";"159,26"
"SANCOR SEGUROS DEL PARAGUAY";"0";"1";"0";"1";"0";"5";"11";"0";"0";"0";"0";"1";"0";"0";"0";"4";"16";"56352000";"4807";"0";"0"
"SANCOR SEGUROS DEL PARAGUAY S.A.";"0";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"679200";"1239";"1";"676,38"
"SANDVIK ARGENTINA SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1320000";"627";"1";"19,33"
"SANOFI HEALTH ARGENTINA S. A.";"0";"0";"1";"0";"0";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"3";"960000";"7137";"6";"29,14"
"SANTA CATALINA VIAJES S R L";"0";"0";"0";"0";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"3";"0";"3167";"37";"57,38"
"SANTA RITA MEDICINA SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"700800";"1008";"0";"0"
"SANTA RITA METALURGICA SA.";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"2868000";"2274";"5";"7,2"
"SANTANDER RÍO ASSET MANAGEMENT";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"2757600";"3177";"0";"0"
"SANTANDER TECNOLOGIA ARGENTINA SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"4380000";"116";"10";"16,98"
"SANTISTA ARGENTINA SOCIEDAD ANONIMA";"0";"1";"0";"0";"0";"3";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"4";"4227600";"4877";"132";"193,24"
"SAP ARGENTINA SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"4855";"4";"42,04"
"SAPORITI S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"512400";"920";"0";"0"
"SARGENTO CABRAL SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"576000";"1312";"13";"54,83"
"SAS AUTOMOTRIZ ARGENTINA SA";"0";"0";"1";"0";"0";"2";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2";"4";"2592000";"5340";"52";"18,34"
"SATELITECH S A";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"152400";"49";"1";"412,1"
"SAVINO DEL BENE ARGENTINA S.A";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"420000";"3296";"4";"22,08"
"SCANDINAVIAN OUTDOORS S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"168000";"4540";"2";"1,5"
"SCANIA ARGENTINA SAU";"0";"1";"0";"0";"0";"17";"6";"0";"0";"0";"0";"1";"0";"0";"0";"2";"23";"19630800";"1040";"680";"112,36"
"SCC POWER SAN PEDRO S.A.";"0";"1";"0";"0";"0";"13";"4";"0";"0";"0";"0";"1";"0";"0";"0";"2";"17";"8511600";"74";"4";"2,36"
"SCENTIA S.R.L.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"453600";"41";"31";"172,78"
"SCHAEFFLER ARGENTINA S.R.L.";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"3";"210000";"2756";"30";"101,16"
"SCHELLHAS ERIC GERMAN";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"392";"1";"25,78"
"SCHENKER ARGENTINA SA";"0";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"3";"1425600";"5725";"22";"17,64"
"SCHLUMBERGER ARG. SA";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"1858800";"591";"12";"31"
"SCHWEBER SECURITIES S.A.";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"2";"2";"678000";"178";"4";"146"
"SCOTIABANK URUGUAY S.A.";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"2280000";"930";"1";"622,77"
"SCRAPSERVICE S A";"0";"0";"1";"0";"0";"4";"0";"1";"0";"0";"0";"1";"0";"0";"0";"2";"5";"3420000";"2386";"132";"110,1"
"SEABOARD ENERGIAS RENOVABLES Y ALIMENTOS";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"2480712";"1992";"8";"3,72"
"SECAR SECURITY ARGENTINA S.A.";"0";"1";"0";"0";"0";"1";"5";"0";"0";"0";"0";"1";"0";"0";"0";"2";"6";"1638000";"5194";"90";"65,42"
"SECRETARIA DE AGRICULTURA, GANADERIA Y P";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"3540,16";"1733";"8";"27,71"
"SECRETARIA DE ESTADO DE SEGURIDAD";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"74490";"636";"0";"0"
"SECRETARIA DE INDUSTRIA Y DESARROLLO PR";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"136701,15";"157";"0";"0"
"SECRETARIA DE INTELIGENCIA DE ESTADO O.";"0";"1";"0";"0";"0";"0";"11";"0";"0";"0";"1";"0";"0";"0";"0";"1";"11";"1115078,96";"91";"4";"214,9"
"SECRETARIA DE TRANSPORTE DEL M";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"5345";"0";"0"
"SECTOR INFORMATICO S.A.";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"2107";"12";"12,52"
"SEDEX ARGENTINA S.A";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"420000";"1477";"7";"35,26"
"SEGUFER SRL";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"3";"1225200";"2826";"19";"18,15"
"SEGURIDAD BENJA SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"268800";"1312";"1";"46,26"
"SEGURIDAD MISIONES S.R.L.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"512400";"908";"0";"0"
"SEGURIDAD PRIVADA SP SA";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"630000";"181";"0";"0"
"SEGURIDAD SUAT S.R.L.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"456000";"5788";"37";"16,33"
"SEGURIDAD TECNOLÓGICA AVANZADA SA";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"122400";"28";"5";"11,45"
"SEGURITY SRL";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"2426";"0";"0"
"SEGUROS B. RIVADAVIA COOP. LTD";"0";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0";"1";"0";"1";"4";"3198000";"122";"9";"10,68"
"SEGUROS SURA S.A";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"483";"8";"34,44"
"SEIDOR CONSULTING SOCIEDAD ANONIMA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"41";"7";"18,91"
"SEINCOMP INFORMATICA SRL";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"2755";"15";"103,54"
"SELL IN POINT SA";"0";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"3";"3";"600000";"612";"3";"956,52"
"SELL2SHIP SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"319200";"657";"4";"130,69"
"SELVIR S.A.";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"930";"1";"0,06"
"SEMISA INFRAESTRUCTURA SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"1";"0";"1";"0";"0";"0";"2";"3";"1216800";"1231";"46";"66,7"
"SENASA";"0";"1";"0";"0";"0";"12";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"13";"335932,87";"816";"112";"58,16"
"SENCINET LATAM ARGENTINA SA";"0";"1";"0";"0";"0";"0";"1";"6";"12";"0";"1";"0";"0";"0";"0";"3";"19";"13770000";"1495";"705";"118,02"
"SENIORITY CB SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"302400";"82";"3";"31,94"
"SERIN SA";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"2";"2";"512400";"2216";"86";"54,08"
"SERTEC SA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"41";"0";"0"
"SERTECH GLOBAL S.A.";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"336000";"691";"2";"11,87"
"SERV ADMIN FINAN DE LA GOBERNA";"1";"0";"0";"0";"0";"3389";"1";"0";"0";"0";"1";"0";"0";"0";"0";"2";"3390";"0";"3791";"38";"756,68"
"SERV. UNIDOS DE SEGURIDAD S.A";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"1197600";"6754";"196";"90,7"
"SERVET SOCIEDAD ANONIMA";"1";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"1783200";"618";"16";"29,48"
"SERVI MAX S A";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"420000";"726";"1";"5,41"
"SERVIAUT SA";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"366000";"2244";"30";"19,94"
"SERVICIO ADMINISTRATIVO FINANCIERO DE LA";"1";"0";"0";"0";"0";"0";"2";"0";"0";"2";"1";"0";"0";"0";"0";"2";"4";"2365528";"34";"8";"57,78"
"SERVICIO ELECTRONICO DE PAGOS";"0";"1";"0";"0";"0";"33";"4";"5";"4";"0";"0";"1";"0";"0";"0";"4";"46";"30810000";"957";"2636";"227,48"
"SERVICIO SATELITAL S.A.";"0";"1";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"1";"2";"1248000";"3519";"11";"22,35"
"SERVICIOS COMPUTABLES SA";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"507036,88";"859";"13";"69,98"
"SERVICIOS DE COMUNICACIONES SRL - SER CO";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"0";"1872";"39";"16,93"
"SERVICIOS FUNCIONALES AMBA S.A.";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"1188000";"4892";"0";"0"
"SERVICIOS INTEGRALESDE GESTION  SA";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"5179";"0";"0"
"SERVICIOS LOGISTICOS INT. SRL";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"622200";"1911";"24";"22,24"
"SERVICIOS MEDICOS SRL";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0";"2";"3";"1344000";"2596";"88";"129,3"
"SERVICIOS PARA EL TRANSPORTEDE INFORMACI";"0";"1";"0";"0";"0";"19";"3";"0";"0";"0";"0";"1";"0";"0";"0";"2";"22";"10830000";"1872";"486";"55,86"
"SERVICIOS PORTUARIOSINTEGRADO";"0";"0";"1";"0";"0";"0";"2";"0";"0";"2";"0";"1";"0";"0";"0";"2";"4";"2272800";"616";"118";"157,72"
"SERVICIOS SOCIALES  GRASSI S A";"0";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1";"1";"2";"718200";"406";"1";"9,41"
"SERVICIOS Y CONSULTORIA SA CIADE GESTION";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"2";"2";"0";"1727";"0";"0"
"SERVICIOS Y TELECOMUNICACIONES";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1796";"6";"14,65"
"SERVIER ARGENTINA SA";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"1";"2";"1256400";"1574";"22";"17,74"
"SERVIFLEX SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"141120";"825";"10";"58,38"
"SERVITRUCK S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"456000";"3636";"10";"8,75"
"SES SISTEMAS ELECTRONICOS S.A.";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"600000";"1168";"23";"8,58"
"SET LOGISTICA Y TRANSPORTE SRL";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"204000";"332";"6";"5,03"
"SEVERGNINI, ROBIOLA GRINBERG & TOMBEUR A";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1890";"0";"0"
"SEW EURODRIVE ARGENTINA SA";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"780000";"4037";"0";"0"
"SEÑALCO SUDAMERICANA S A";"0";"1";"0";"0";"0";"2";"2";"0";"0";"0";"0";"0";"0";"1";"0";"2";"4";"0";"70";"16";"237,98"
"SEÑORANS MONICA ELISA";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"658";"3";"225,27"
"SFOR S.R.L.";"0";"1";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"1";"2";"768000";"1194";"0";"0"
"SGS ARGENTINA SA";"0";"1";"0";"0";"0";"0";"7";"0";"0";"2";"0";"1";"0";"0";"0";"2";"9";"4126800";"256";"98";"95,7"
"SHERWIN-WILLIAMS ARG I. Y C.SA";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"2";"4454400";"627";"36";"28,84"
"SHONKO S A";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1354";"7";"55,49"
"SIA SA";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3";"3768000";"4629";"2";"20,39"
"SIA SISTEMAS S.A.";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"2";"798000";"2379";"12";"75,8"
"SIAC SEGURIDAD S.R.L.";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"2";"2";"750000";"4155";"2";"1,86"
"SIAT S.A.";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"1";"626400";"4478";"41";"54,31"
"SICSATEL SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"2262000";"1508";"0";"0"
"SIDERCA S.A.I.C.";"0";"0";"1";"0";"0";"3";"1";"4";"1";"0";"0";"1";"0";"0";"0";"4";"9";"5863200";"969";"444";"156,88"
"SIDERCHAP SA";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"1448";"9";"91,13"
"SIDERCO SA";"1";"0";"0";"0";"0";"7";"0";"0";"0";"5";"0";"0";"0";"1";"0";"2";"12";"5270400";"500";"134";"35,58"
"SIE INGENIERIA SRL";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"461160";"957";"10";"9,36"
"SIEGFRIED S.A C";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"285492";"831";"4";"11,64"
"SIEGWERK ARGENTINA S.A.";"0";"0";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"3";"3566400";"2513";"16";"9,42"
"SIEMENS ENERGY S.A.";"0";"0";"1";"0";"0";"2";"6";"0";"0";"0";"0";"1";"0";"0";"0";"2";"8";"4995600";"1004";"242";"86,62"
"SIEMENS MOBILITY S.A.";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"540000";"32";"0";"0"
"SIEMENS S.A";"0";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"2";"2";"1068000";"1644";"26";"148,74"
"SIF AMERICA";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"2";"2";"871200";"1041";"28";"75,84"
"SIGHT SA";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"441";"6";"7,36"
